time,{RabbitMQFMU}.RabbitMQFMU.waiting,{RabbitMQFMU}.RabbitMQFMU.processing,{Digi_shadow}.Digi_shadow.time_for_finished_order
0.0,false,false,0.0
0.1,false,false,0.0
0.2,false,false,0.0
0.30000000000000004,false,false,0.0
0.4,false,false,0.0
0.5,false,false,0.0
0.6,false,false,0.0
0.7,false,false,0.0
0.7999999999999999,false,false,0.0
0.8999999999999999,false,false,0.0
0.9999999999999999,false,false,0.0
1.0999999999999999,false,false,0.0
1.2,false,false,0.0
1.3,false,false,0.0
1.4000000000000001,false,false,0.0
1.5000000000000002,false,false,0.0
1.6000000000000003,false,false,0.0
1.7000000000000004,false,false,0.0
1.8000000000000005,false,false,0.0
1.9000000000000006,false,false,0.0
2.0000000000000004,false,false,0.0
2.1000000000000005,false,false,0.0
2.2000000000000006,false,false,0.0
2.3000000000000007,false,false,0.0
2.400000000000001,false,false,0.0
2.500000000000001,false,false,0.0
2.600000000000001,false,false,0.0
2.700000000000001,false,false,0.0
2.800000000000001,false,false,0.0
2.9000000000000012,false,false,0.0
3.0000000000000013,false,false,0.0
3.1000000000000014,false,false,0.0
3.2000000000000015,false,false,0.0
3.3000000000000016,false,false,0.0
3.4000000000000017,false,false,0.0
3.5000000000000018,false,false,0.0
3.600000000000002,false,false,0.0
3.700000000000002,true,false,0.0
3.800000000000002,true,false,0.0
3.900000000000002,true,false,0.0
4.000000000000002,true,false,0.0
4.100000000000001,true,false,0.0
4.200000000000001,true,false,0.0
4.300000000000001,true,false,0.0
4.4,false,true,0.0
4.5,false,true,0.0
4.6,false,true,0.0
4.699999999999999,false,true,0.0
4.799999999999999,false,true,0.0
4.899999999999999,false,true,0.0
4.999999999999998,false,true,0.0
5.099999999999998,false,true,0.0
5.1999999999999975,false,true,0.0
5.299999999999997,false,true,0.0
5.399999999999997,false,true,0.0
5.4999999999999964,false,true,0.0
5.599999999999996,false,true,0.0
5.699999999999996,false,true,0.0
5.799999999999995,false,true,0.0
5.899999999999995,false,true,0.0
5.999999999999995,false,true,0.0
6.099999999999994,false,true,0.0
6.199999999999994,false,true,0.0
6.299999999999994,false,true,0.0
6.399999999999993,false,true,0.0
6.499999999999993,false,true,0.0
6.5999999999999925,false,true,0.0
6.699999999999992,false,true,0.0
6.799999999999992,false,true,0.0
6.8999999999999915,false,true,0.0
6.999999999999991,false,true,0.0
7.099999999999991,false,true,0.0
7.19999999999999,false,true,0.0
7.29999999999999,false,true,0.0
7.39999999999999,false,true,0.0
7.499999999999989,false,true,0.0
7.599999999999989,false,true,0.0
7.699999999999989,false,true,0.0
7.799999999999988,false,true,0.0
7.899999999999988,false,true,0.0
7.999999999999988,false,true,0.0
8.099999999999987,false,true,0.0
8.199999999999987,false,true,0.0
8.299999999999986,false,true,0.0
8.399999999999986,false,true,0.0
8.499999999999986,false,true,0.0
8.599999999999985,false,true,0.0
8.699999999999985,false,true,0.0
8.799999999999985,false,true,0.0
8.899999999999984,false,true,0.0
8.999999999999984,false,true,0.0
9.099999999999984,false,true,0.0
9.199999999999983,false,true,0.0
9.299999999999983,false,true,0.0
9.399999999999983,false,true,0.0
9.499999999999982,false,true,0.0
9.599999999999982,false,true,0.0
9.699999999999982,false,true,0.0
9.799999999999981,false,true,0.0
9.89999999999998,false,true,0.0
9.99999999999998,false,true,0.0
10.09999999999998,false,true,0.0
10.19999999999998,false,true,0.0
10.29999999999998,false,true,0.0
10.399999999999979,false,true,0.0
10.499999999999979,false,true,0.0
10.599999999999978,false,true,0.0
10.699999999999978,false,true,0.0
10.799999999999978,false,true,0.0
10.899999999999977,false,true,0.0
10.999999999999977,false,true,0.0
11.099999999999977,false,true,0.0
11.199999999999976,false,true,0.0
11.299999999999976,false,true,0.0
11.399999999999975,false,true,0.0
11.499999999999975,false,true,0.0
11.599999999999975,false,true,0.0
11.699999999999974,false,true,0.0
11.799999999999974,false,true,0.0
11.899999999999974,false,true,0.0
11.999999999999973,false,true,0.0
12.099999999999973,false,true,0.0
12.199999999999973,false,true,0.0
12.299999999999972,false,true,0.0
12.399999999999972,false,true,0.0
12.499999999999972,false,true,0.0
12.599999999999971,false,true,0.0
12.69999999999997,false,true,0.0
12.79999999999997,false,true,0.0
12.89999999999997,false,true,0.0
12.99999999999997,false,true,0.0
13.09999999999997,false,true,0.0
13.199999999999969,false,true,0.0
13.299999999999969,false,true,0.0
13.399999999999968,false,true,0.0
13.499999999999968,false,true,0.0
13.599999999999968,false,true,0.0
13.699999999999967,false,true,0.0
13.799999999999967,false,true,0.0
13.899999999999967,false,true,0.0
13.999999999999966,false,true,0.0
14.099999999999966,false,true,0.0
14.199999999999966,false,true,0.0
14.299999999999965,false,true,0.0
14.399999999999965,false,true,0.0
14.499999999999964,false,true,0.0
14.599999999999964,false,true,0.0
14.699999999999964,false,true,0.0
14.799999999999963,false,true,0.0
14.899999999999963,false,true,0.0
14.999999999999963,false,true,0.0
15.099999999999962,false,true,0.0
15.199999999999962,false,true,0.0
15.299999999999962,false,true,0.0
15.399999999999961,false,true,0.0
15.499999999999961,false,true,0.0
15.59999999999996,false,true,0.0
15.69999999999996,false,true,0.0
15.79999999999996,false,true,0.0
15.89999999999996,false,true,0.0
15.99999999999996,false,true,0.0
16.09999999999996,false,true,0.0
16.19999999999996,false,true,0.0
16.29999999999996,false,true,0.0
16.399999999999963,false,true,0.0
16.499999999999964,false,true,0.0
16.599999999999966,false,true,0.0
16.699999999999967,false,true,0.0
16.79999999999997,false,true,0.0
16.89999999999997,false,true,0.0
16.99999999999997,false,true,0.0
17.099999999999973,false,true,0.0
17.199999999999974,false,true,0.0
17.299999999999976,false,true,0.0
17.399999999999977,false,true,0.0
17.49999999999998,false,true,0.0
17.59999999999998,false,true,0.0
17.69999999999998,false,true,0.0
17.799999999999983,false,true,0.0
17.899999999999984,false,true,0.0
17.999999999999986,false,true,0.0
18.099999999999987,false,true,0.0
18.19999999999999,false,true,0.0
18.29999999999999,false,true,0.0
18.39999999999999,false,true,0.0
18.499999999999993,false,true,0.0
18.599999999999994,false,true,0.0
18.699999999999996,false,true,0.0
18.799999999999997,false,true,0.0
18.9,false,true,0.0
19.0,false,true,0.0
19.1,false,true,0.0
19.200000000000003,false,true,0.0
19.300000000000004,false,true,0.0
19.400000000000006,false,true,0.0
19.500000000000007,false,true,0.0
19.60000000000001,false,true,0.0
19.70000000000001,false,true,0.0
19.80000000000001,false,true,0.0
19.900000000000013,false,true,0.0
20.000000000000014,false,true,0.0
20.100000000000016,false,true,0.0
20.200000000000017,false,true,0.0
20.30000000000002,false,true,0.0
20.40000000000002,false,true,0.0
20.50000000000002,false,true,0.0
20.600000000000023,false,true,0.0
20.700000000000024,false,true,0.0
20.800000000000026,false,true,0.0
20.900000000000027,false,true,0.0
21.00000000000003,false,true,0.0
21.10000000000003,false,true,0.0
21.20000000000003,false,true,0.0
21.300000000000033,false,true,0.0
21.400000000000034,false,true,0.0
21.500000000000036,false,true,0.0
21.600000000000037,false,true,0.0
21.70000000000004,false,true,0.0
21.80000000000004,false,true,0.0
21.90000000000004,false,true,0.0
22.000000000000043,false,true,0.0
22.100000000000044,false,true,0.0
22.200000000000045,false,true,0.0
22.300000000000047,false,true,0.0
22.40000000000005,false,true,0.0
22.50000000000005,false,true,0.0
22.60000000000005,false,true,0.0
22.700000000000053,false,true,0.0
22.800000000000054,false,true,0.0
22.900000000000055,false,true,0.0
23.000000000000057,false,true,0.0
23.10000000000006,false,true,0.0
23.20000000000006,false,true,0.0
23.30000000000006,false,true,0.0
23.400000000000063,false,true,0.0
23.500000000000064,false,true,0.0
23.600000000000065,false,true,0.0
23.700000000000067,false,true,0.0
23.800000000000068,false,true,0.0
23.90000000000007,false,true,0.0
24.00000000000007,false,true,0.0
24.100000000000072,false,true,0.0
24.200000000000074,false,true,0.0
24.300000000000075,false,true,0.0
24.400000000000077,false,true,0.0
24.500000000000078,false,true,0.0
24.60000000000008,false,true,0.0
24.70000000000008,false,true,0.0
24.800000000000082,false,true,0.0
24.900000000000084,false,true,0.0
25.000000000000085,false,true,0.0
25.100000000000087,false,true,0.0
25.200000000000088,false,true,0.0
25.30000000000009,false,true,0.0
25.40000000000009,false,true,0.0
25.500000000000092,false,true,0.0
25.600000000000094,false,true,0.0
25.700000000000095,false,true,0.0
25.800000000000097,false,true,0.0
25.900000000000098,false,true,0.0
26.0000000000001,false,true,0.0
26.1000000000001,false,true,0.0
26.200000000000102,false,true,0.0
26.300000000000104,false,true,0.0
26.400000000000105,false,true,0.0
26.500000000000107,false,true,0.0
26.600000000000108,false,true,0.0
26.70000000000011,false,true,0.0
26.80000000000011,false,true,0.0
26.900000000000112,false,true,0.0
27.000000000000114,false,true,0.0
27.100000000000115,false,true,0.0
27.200000000000117,false,true,0.0
27.300000000000118,false,true,0.0
27.40000000000012,false,true,0.0
27.50000000000012,false,true,0.0
27.600000000000122,false,true,0.0
27.700000000000124,false,true,0.0
27.800000000000125,false,true,0.0
27.900000000000126,false,true,0.0
28.000000000000128,false,true,0.0
28.10000000000013,false,true,0.0
28.20000000000013,false,true,0.0
28.300000000000132,false,true,0.0
28.400000000000134,false,true,0.0
28.500000000000135,false,true,0.0
28.600000000000136,false,true,0.0
28.700000000000138,false,true,0.0
28.80000000000014,false,true,0.0
28.90000000000014,false,true,0.0
29.000000000000142,false,true,0.0
29.100000000000144,false,true,0.0
29.200000000000145,false,true,0.0
29.300000000000146,false,true,0.0
29.400000000000148,false,true,0.0
29.50000000000015,false,true,0.0
29.60000000000015,false,true,0.0
29.700000000000152,false,true,0.0
29.800000000000153,false,true,0.0
29.900000000000155,false,true,0.0
30.000000000000156,false,true,0.0
30.100000000000158,false,true,0.0
30.20000000000016,false,true,0.0
30.30000000000016,false,true,0.0
30.400000000000162,false,true,0.0
30.500000000000163,false,true,0.0
30.600000000000165,false,true,0.0
30.700000000000166,false,true,0.0
30.800000000000168,false,true,0.0
30.90000000000017,false,true,0.0
31.00000000000017,false,true,0.0
31.100000000000172,false,true,0.0
31.200000000000173,false,true,0.0
31.300000000000175,false,true,0.0
31.400000000000176,false,true,0.0
31.500000000000178,false,true,0.0
31.60000000000018,false,true,0.0
31.70000000000018,false,true,0.0
31.800000000000182,false,true,0.0
31.900000000000183,false,true,0.0
32.000000000000185,false,true,0.0
32.100000000000186,false,true,0.0
32.20000000000019,false,true,0.0
32.30000000000019,false,true,0.0
32.40000000000019,false,true,0.0
32.50000000000019,false,true,0.0
32.60000000000019,false,true,0.0
32.700000000000195,false,true,0.0
32.800000000000196,false,true,0.0
32.9000000000002,false,true,0.0
33.0000000000002,false,true,0.0
33.1000000000002,false,true,0.0
33.2000000000002,false,true,0.0
33.3000000000002,false,true,0.0
33.400000000000205,false,true,0.0
33.500000000000206,false,true,0.0
33.60000000000021,false,true,0.0
33.70000000000021,false,true,0.0
33.80000000000021,false,true,0.0
33.90000000000021,false,true,0.0
34.00000000000021,false,true,0.0
34.100000000000215,false,true,0.0
34.200000000000216,false,true,0.0
34.30000000000022,false,true,0.0
34.40000000000022,false,true,0.0
34.50000000000022,false,true,0.0
34.60000000000022,false,true,0.0
34.70000000000022,false,true,0.0
34.800000000000225,false,true,0.0
34.900000000000226,false,true,0.0
35.00000000000023,false,true,0.0
35.10000000000023,false,true,0.0
35.20000000000023,false,true,0.0
35.30000000000023,false,true,0.0
35.40000000000023,false,true,0.0
35.500000000000234,false,true,0.0
35.600000000000236,false,true,0.0
35.70000000000024,false,true,0.0
35.80000000000024,false,true,0.0
35.90000000000024,false,true,0.0
36.00000000000024,false,true,0.0
36.10000000000024,false,true,0.0
36.200000000000244,false,true,0.0
36.300000000000246,false,true,0.0
36.40000000000025,false,true,0.0
36.50000000000025,false,true,0.0
36.60000000000025,false,true,0.0
36.70000000000025,false,true,0.0
36.80000000000025,false,true,0.0
36.900000000000254,false,true,0.0
37.000000000000256,false,true,0.0
37.10000000000026,false,true,0.0
37.20000000000026,false,true,0.0
37.30000000000026,false,true,0.0
37.40000000000026,false,true,0.0
37.50000000000026,false,true,0.0
37.600000000000264,false,true,0.0
37.700000000000266,false,true,0.0
37.80000000000027,false,true,0.0
37.90000000000027,false,true,0.0
38.00000000000027,false,true,0.0
38.10000000000027,false,true,0.0
38.20000000000027,false,true,0.0
38.300000000000274,false,true,0.0
38.400000000000276,false,true,0.0
38.50000000000028,false,true,0.0
38.60000000000028,false,true,0.0
38.70000000000028,false,true,0.0
38.80000000000028,false,true,0.0
38.90000000000028,false,true,0.0
39.000000000000284,false,true,0.0
39.100000000000286,false,true,0.0
39.20000000000029,false,true,0.0
39.30000000000029,false,true,0.0
39.40000000000029,false,true,0.0
39.50000000000029,false,true,0.0
39.60000000000029,false,true,0.0
39.700000000000294,false,true,0.0
39.800000000000296,false,true,0.0
39.9000000000003,false,true,0.0
40.0000000000003,false,true,0.0
40.1000000000003,false,true,0.0
40.2000000000003,false,true,0.0
40.3000000000003,false,true,0.0
40.400000000000304,false,true,0.0
40.500000000000306,false,true,0.0
40.60000000000031,false,true,0.0
40.70000000000031,false,true,0.0
40.80000000000031,false,true,0.0
40.90000000000031,false,true,0.0
41.00000000000031,false,true,0.0
41.100000000000314,false,true,0.0
41.200000000000315,false,true,0.0
41.30000000000032,false,true,0.0
41.40000000000032,false,true,0.0
41.50000000000032,false,true,0.0
41.60000000000032,false,true,0.0
41.70000000000032,false,true,0.0
41.800000000000324,false,true,0.0
41.900000000000325,false,true,0.0
42.00000000000033,false,true,0.0
42.10000000000033,false,true,0.0
42.20000000000033,false,true,0.0
42.30000000000033,false,true,0.0
42.40000000000033,false,true,0.0
42.500000000000334,false,true,0.0
42.600000000000335,false,true,0.0
42.70000000000034,false,true,0.0
42.80000000000034,false,true,0.0
42.90000000000034,false,true,0.0
43.00000000000034,false,true,0.0
43.10000000000034,false,true,0.0
43.200000000000344,false,true,0.0
43.300000000000345,false,true,0.0
43.40000000000035,false,true,0.0
43.50000000000035,false,true,0.0
43.60000000000035,false,true,0.0
43.70000000000035,false,true,0.0
43.80000000000035,false,true,0.0
43.900000000000354,false,true,0.0
44.000000000000355,false,true,0.0
44.10000000000036,false,true,0.0
44.20000000000036,false,true,0.0
44.30000000000036,false,true,0.0
44.40000000000036,false,true,0.0
44.50000000000036,false,true,0.0
44.600000000000364,false,true,0.0
44.700000000000365,false,true,0.0
44.80000000000037,false,true,0.0
44.90000000000037,false,true,0.0
45.00000000000037,false,true,0.0
45.10000000000037,false,true,0.0
45.20000000000037,false,true,0.0
45.300000000000374,false,true,0.0
45.400000000000375,false,true,0.0
45.50000000000038,false,true,0.0
45.60000000000038,false,true,0.0
45.70000000000038,false,true,0.0
45.80000000000038,false,true,0.0
45.90000000000038,false,true,0.0
46.000000000000384,false,true,0.0
46.100000000000385,false,true,0.0
46.20000000000039,false,true,0.0
46.30000000000039,false,true,0.0
46.40000000000039,false,true,0.0
46.50000000000039,false,true,0.0
46.60000000000039,false,true,0.0
46.700000000000394,false,false,0.0
